versao;tipo;cnpj;passivoTotal;periodo;ativoTotal;ativoCirc;caixa;aplicacoesFin;disponivel;contasReceber;estoques;ativoLP;passivoCirc;passivoLP;dividaBruta;dividaLiq;patLiq;receitaBruta;cmv;lucroBruto;despesasOper;lucroOper;receitasDespesasFin;impostoRenda;lair;lucroLiq;dividendosPagos;jcp;total_shares;on_shares;pn_shares;ano;trimestre
1.0;1.0;89.096.457/0001-55;15424018000;2024.1T;15424018000;7399250000;1863483000;0;1863483000;403129000;2876818000;8024768000;4424391000;5745257000;10169648000;8306165000;5254370000;1994799000;-1348583000;646216000;-147695000;498521000;-190404000;-79174000.0;308117000;228943000;0;0;443329716;443329716;0;2024;1
2.0;1.0;16.670.085/0001-55;79909289000;2024.1T;79909289000;18091805000;1131071000;9353641000;10484712000;3749805000;0;61817484000;15645521000;38254228000;53899749000;43415037000;26009540000;8686390000;-6164409000;2521981000;-671062000;1850919000;-984569000;-132878000.0;866350000;733472000;0;407093000;1082620720;1082620720;0;2024;1
1.0;1.0;60.894.730/0001-05;39444454000;2024.1T;39444454000;17131213000;5038962000;703539000;5742501000;3385869000;7033693000;22313241000;4820660000;8065440000;12886100000;7143599000;26558354000;6222819000;-5823865000;398954000;-267907000;131047000;-155704000;60302000.0;-24657000;35645000;0;0;1253079108;705260684;547818424;2024;1
1.0;1.0;02.387.241/0001-60;50455470000;2024.1T;50455470000;11660746000;7534862000;0;7534862000;678292000;276390000;38794724000;5468550000;28736862000;34205412000;26670550000;16250058000;3146017000;-1826033000;1319984000;-214426000;1105558000;-621079000;-116141000.0;484479000;368338000;0;0;1854868949;1854868949;0;2024;1
1.0;1.0;17.155.730/0001-64;57442030000;2024.1T;57442030000;14806211000;2177401000;2300277000;4477678000;5313481000;0;42635819000;12847991000;19173885000;32021876000;27544198000;25420154000;9057867000;-7032407000;2025460000;-342768000;1682692000;-180986000;-348815000.0;1501706000;1152891000;0;386337000;2861781895;956601911;1905179984;2024;1
2.0;1.0;42.150.391/0001-70;93542000000;2024.1T;93542000000;37453000000;14215000000;3960000000;18175000000;4211000000;13256000000;56089000000;25953000000;65221000000;91174000000;72999000000;2368000000;17920000000;-16709000000;1211000000;-1252000000;-41000000;-2030000000;681000000.0;-2071000000;-1390000000;0;0;797207834;451668652;345539182;2024;1
2.0;1.0;33.042.730/0001-04;93423377000;2024.2T;93423377000;31961190000;15545377000;1293044000;16838421000;2548048000;9944927000;61462187000;24843111000;52147209000;76990320000;60151899000;16433057000;10881740000;-7892701000;2989039000;-1375530000;1613509000;-1495391000;-340730000.0;118118000;-222612000;0;0;1326093947;1326093947;0;2024;2
2.0;1.0;07.859.971/0001-30;19812108000;2024.2T;19812108000;3281999000;1083447000;0;1083447000;238027000;0;16530109000;1708327000;11335550000;13043877000;11960430000;6768231000;911108000;-343917000;567191000;79340000;646531000;-202915000;-40477000.0;443616000;403139000;0;0;1033496721;590714069;442782652;2024;2
1.0;1.0;53.113.791/0001-22;8702896000;2024.2T;8702896000;3070913000;2205225000;0;2205225000;584221000;0;5631983000;1280133000;2434539000;3714672000;1509447000;4988224000;1295135000;-408277000;886858000;-694965000;191893000;-9625000;-61563000.0;182268000;120705000;0;0;599401581;599401581;0;2024;2
1.0;1.0;33.256.439/0001-39;38340170000;2024.2T;38340170000;15746103000;3830731000;300830000;4131561000;5031371000;3989611000;22594067000;10150691000;13335628000;23486319000;19354758000;14853851000;32343947000;-30235855000;2108092000;-1218495000;889597000;-205748000;-192636000.0;683849000;491213000;0;0;1115507182;1115507182;0;2024;2
1.0;1.0;50.746.577/0001-15;143350283000;2024.2T;143350283000;33560071000;17230061000;0;17230061000;4159171000;2146516000;109790212000;18750430000;76343943000;95094373000;77864312000;48255910000;10694008000;-7137604000;3556404000;-2112608000;1443796000;-2521803000;108522000.0;-1078007000;-969485000;0;0;1866570932;1866570932;0;2024;2
1.0;1.0;16.404.287/0001-55;153094311000;2024.2T;153094311000;39123153000;7246498000;14360936000;21607434000;7224926000;7126680000;113971158000;15754075000;96726041000;112480116000;90872682000;40614195000;11494136000;-6093239000;5400897000;-787251000;4613646000;-11073675000;2694512000.0;-6460029000;-3765517000;0;0;1264117615;1264117615;0;2024;2
1.0;1.0;09.346.601/0001-25;46444945000;2024.2T;46444945000;16781627000;2366921000;12780747000;15147668000;553150000;0;29663318000;9854332000;17460977000;27315309000;12167641000;19129636000;2727242000;-270228000;2457014000;-728845000;1728169000;-38761000;-445365000.0;1689408000;1244043000;0;0;5266500000;5266500000;0;2024;2
1.0;1.0;07.689.002/0001-89;60459029000;2024.2T;60459029000;32379781000;4008343000;2731288000;6739631000;1306410000;18043902000;28079248000;21557784000;21592066000;43149850000;36410219000;17309179000;7846922000;-6590974000;1255948000;-587435000;668513000;-86601000;-44855000.0;581912000;537057000;0;0;740465044;740465044;0;2024;2
3.0;1.0;00.001.180/0001-26;273756616000;2024.2T;273756616000;54645749000;18300577000;8223439000;26524016000;5067129000;468232000;219110867000;23205978000;136320512000;159526490000;133002474000;114230126000;8395282000;-4662300000;3732982000;-271468000;3461514000;-2921813000;1202974000.0;539701000;1742675000;0;0;2308632600;2028544286;280088314;2024;2
1.0;1.0;61.079.117/0001-05;6555466000;2024.2T;6555466000;3379752000;1275587000;0;1275587000;819151000;946841000;3175714000;1196838000;1460289000;2657127000;1381540000;3898339000;1016497000;-537073000;479424000;-471871000;7553000;9907000;5969000.0;17460000;23429000;0;0;683062222;339510689;343551533;2024;2
1.0;1.0;84.429.695/0001-11;37439486000;2024.2T;37439486000;25019368000;6610785000;619979000;7230764000;7210277000;8845836000;12420118000;14218966000;3219811000;17438777000;10208013000;20000709000;9274426000;-6148231000;3126195000;-1194905000;1931290000;25281000;-444508000.0;1956571000;1512063000;0;0;4197317998;4197317998;0;2024;2
2.0;1.0;08.807.432/0001-10;9395403000;2024.2T;9395403000;2173395000;427005000;234725000;661730000;1268960000;0;7222008000;1294459000;4942819000;6237278000;5575548000;3158125000;1315599000;-562920000;752679000;-549606000;203073000;-183857000;5606000.0;19216000;24822000;0;0;289088851;289088851;0;2024;2
1.0;1.0;97.837.181/0001-47;18437703000;2024.2T;18437703000;5352904000;2065491000;0;2065491000;1433881000;1483548000;13084799000;3555624000;8187738000;11743362000;9677871000;6694341000;1995398000;-1270147000;725251000;-412731000;312520000;-154055000;-63973000.0;158465000;94492000;0;0;820566246;820566246;0;2024;2
4.0;1.0;00.864.214/0001-06;73870578000;2024.2T;73870578000;20274928000;826327000;10160135000;10986462000;4284700000;186454000;53595650000;16895453000;37449431000;54344884000;43358422000;19525694000;7603022000;-5734393000;1868629000;-557729000;1310900000;-440849000;-215075000.0;870051000;654976000;0;0;2289424663;887231247;1402193416;2024;2
1.0;1.0;03.220.438/0001-73;105098408000;2024.2T;105098408000;27800747000;2607560000;9369821000;11977381000;12148617000;146079000;77297661000;18139122000;60178558000;78317680000;66340299000;26780728000;10487168000;-7333023000;3154145000;-1215486000;1938659000;-944155000;-299409000.0;994504000;695095000;0;0;1253847835;1253847835;0;2024;2
1.0;1.0;10.629.105/0001-68;37293930000;2024.2T;37293930000;10549709000;6447834000;0;6447834000;2093882000;1067231000;26744221000;5183664000;14343484000;19527148000;13079314000;17766782000;4595041000;-2190581000;2404460000;115617000;2520077000;-55870000;-1044198000.0;2464207000;1420009000;0;0;896346173;896346173;0;2024;2
1.0;1.0;02.800.026/0001-40;23982177000;2024.2T;23982177000;4150458000;94745000;839944000;934689000;2225515000;468946000;19831719000;2139218000;9176024000;11315242000;10380553000;12666935000;1431601000;-466298000;965303000;-744981000;220322000;-270493000;31033000.0;-50171000;-23657000;0;0;1876606210;1876606210;0;2024;2
2.0;1.0;33.611.500/0001-19;82399264000;2024.2T;82399264000;31828120000;4889466000;1749547000;6639013000;5875819000;16547424000;50571144000;11246915000;15810443000;27057358000;20418345000;55341906000;16615817000;-14428921000;2186896000;-566829000;1620067000;-597278000;-155808000.0;1022789000;866981000;0;0;2028194949;718346219;1309848730;2024;2
1.0;1.0;02.558.157/0001-62;124088797000;2024.2T;124088797000;23839778000;7354965000;0;7354965000;9207881000;1030755000;100249019000;23170092000;31761210000;54931302000;47576337000;69157495000;13678936000;-7608019000;6070917000;-4029709000;2041208000;-351530000;-458169000.0;1689678000;1231509000;0;0;3261287392;3261287392;0;2024;2
1.0;1.0;60.840.055/0001-31;12802394000;2024.2T;12802394000;4167729000;10412000;1993649000;2004061000;1759050000;139551000;8634665000;1774725000;5596624000;7371349000;5367288000;5431045000;1978202000;-1410879000;567323000;-237881000;329442000;-101330000;-55949000.0;228112000;172163000;0;0;547191026;547191026;0;2024;2
1.0;1.0;08.312.229/0001-73;6090503000;2024.2T;6090503000;2614516000;45034000;783251000;828285000;336297000;1414875000;3475987000;254579000;996705000;1251284000;422999000;4839219000;415924000;-287598000;128326000;-55236000;73090000;28747000;-9513000.0;101837000;92324000;0;0;220989103;220989103;0;2024;2
1.0;1.0;07.526.557/0001-00;143438846000;2024.2T;143438846000;38316335000;14154434000;1187157000;15341591000;5883895000;11425922000;105122511000;34618169000;12785325000;47403494000;32061903000;96035352000;20044215000;-10059980000;9984235000;-5936250000;4047985000;-616223000;-979874000.0;3431762000;2451888000;0;0;15761638756;15761638756;0;2024;2
1.0;1.0;33.000.167/0001-01;1058688000000;2024.2T;1058688000000;159310000000;43829000000;23848000000;67677000000;24489000000;40796000000;899378000000;177972000000;504676000000;682648000000;614971000000;376040000000;122258000000;-61211000000;61047000000;-27504000000;33543000000;-36396000000;338000000.0;-2853000000;-2515000000;0;0;12888732761;7442231382;5446501379;2024;2
1.0;1.0;67.620.377/0001-14;34855127000;2024.2T;34855127000;23415624000;4561903000;11951082000;16512985000;3431575000;2096581000;11439503000;10530347000;23082751000;33613098000;17100113000;1242029000;7666140000;-6000533000;1665607000;-1070436000;595171000;-492789000;-6944000.0;102382000;95438000;0;0;607283407;607283407;0;2024;2
2.0;1.0;92.690.783/0001-09;82741560000;2024.2T;82741560000;32166697000;4889582000;2047939000;6937521000;5875819000;16547424000;50574863000;11252946000;15798102000;27051048000;20113527000;55690512000;16615817000;-14428921000;2186896000;-570130000;1616766000;-588901000;-156976000.0;1027865000;870889000;0;0;993705804;365111201;628594603;2024;2
2.0;1.0;89.637.490/0001-45;57495041000;2024.2T;57495041000;19389513000;11904719000;1055261000;12959980000;2429640000;3122447000;38105528000;6815127000;39061587000;45876714000;32916734000;11618327000;4948733000;-3281631000;1667102000;-669799000;997303000;-562670000;-119503000.0;434633000;315130000;0;0;6179682031;2289901455;3889780576;2024;2
1.0;1.0;02.429.144/0001-93;74028917000;2024.2T;74028917000;15514704000;2997144000;946133000;3943277000;5802880000;150876000;58514213000;15641695000;38236557000;53878252000;49934975000;20150665000;9661935000;-6674310000;2987625000;-721168000;2266457000;-715999000;-450151000.0;1550458000;1100307000;0;0;1152254440;1152254440;0;2024;2
2.0;1.0;04.423.567/0001-21;44522425000;2024.2T;44522425000;5022944000;1201286000;498810000;1700096000;1104074000;761858000;39499481000;4344848000;23964418000;28309266000;26609170000;16213159000;1943032000;-1047147000;895885000;-169221000;726664000;-918690000;1378956000.0;-192026000;1186930000;0;0;1932591767;1932591767;0;2024;2
1.0;1.0;89.096.457/0001-55;15536244000;2024.2T;15536244000;7341432000;1101801000;0;1101801000;463177000;2489623000;8194812000;4697008000;5668383000;10365391000;9263590000;5170853000;2111918000;-1280856000;831062000;-155903000;675159000;-224402000;-129345000.0;450757000;321412000;0;0;443329716;443329716;0;2024;2
2.0;1.0;16.670.085/0001-55;81040741000;2024.2T;81040741000;18971562000;1281818000;10112892000;11394710000;3740807000;0;62069179000;16362097000;39339641000;55701738000;44307028000;25339003000;9049049000;-8399516000;649533000;-761437000;-111904000;-942851000;485153000.0;-1054755000;-569602000;0;0;1082620720;1082620720;0;2024;2
1.0;1.0;60.894.730/0001-05;39539710000;2024.2T;39539710000;17083849000;4884521000;720527000;5605048000;3380353000;7124082000;22455861000;4762713000;8328557000;13091270000;7486222000;26448440000;6349631000;-6021393000;328238000;-355817000;-27579000;-196611000;124461000.0;-224190000;-99729000;0;0;1253079108;705260684;547818424;2024;2
1.0;1.0;02.387.241/0001-60;49207112000;2024.2T;49207112000;11946181000;8028917000;0;8028917000;732945000;267700000;37260931000;5629250000;29069024000;34698274000;26669357000;14508838000;3574737000;-1807554000;1767183000;-2623297000;-856114000;-646594000;-239888000.0;-1502708000;-1742596000;0;0;1854868949;1854868949;0;2024;2
1.0;1.0;17.155.730/0001-64;56740773000;2024.2T;56740773000;13062465000;1564249000;1353092000;2917341000;5274685000;0;43678308000;13627251000;16435898000;30063149000;27145808000;26677624000;9435991000;-6932304000;2503687000;-470883000;2032804000;118119000;-462337000.0;2150923000;1688586000;0;0;2861781895;956601911;1905179984;2024;2
2.0;1.0;42.150.391/0001-70;97061000000;2024.2T;97061000000;37837000000;14213000000;3116000000;17329000000;4247000000;13512000000;59224000000;28859000000;69168000000;98027000000;80698000000;-966000000;19075000000;-17685000000;1390000000;-1547000000;-157000000;-5863000000;2114000000.0;-6020000000;-3906000000;0;0;797207834;451668652;345539182;2024;2
2.0;1.0;33.042.730/0001-04;96877650000;2024.3T;96877650000;34892551000;18452408000;1028389000;19480797000;2318282000;10534183000;61985099000;26105856000;55536778000;81642634000;62161837000;15235016000;11066589000;-8332916000;2733673000;-1952192000;781481000;-1931588000;399237000.0;-1150107000;-750870000;0;0;1326093947;1326093947;0;2024;3
2.0;1.0;07.859.971/0001-30;20186204000;2024.3T;20186204000;3142656000;1029576000;0;1029576000;229694000;0;17043548000;2208976000;11016748000;13225724000;12196148000;6960480000;990989000;-387020000;603969000;57747000;661716000;-210582000;-41852000.0;451134000;409282000;0;0;1033496721;590714069;442782652;2024;3
1.0;1.0;53.113.791/0001-22;8780352000;2024.3T;8780352000;3058506000;2154825000;0;2154825000;581925000;0;5721846000;1253991000;2418254000;3672245000;1517420000;5108107000;1329798000;-411044000;918754000;-667892000;250862000;-19805000;64787000.0;231057000;295844000;0;0;599401581;599401581;0;2024;3
1.0;1.0;33.256.439/0001-39;39321790000;2024.3T;39321790000;16166104000;3855366000;377405000;4232771000;4485933000;4742344000;23155686000;10292359000;13680947000;23973306000;19740535000;15348484000;35357672000;-33075501000;2282171000;-1167710000;1114461000;-108261000;-307778000.0;1006200000;698422000;0;0;1115507182;1115507182;0;2024;3
1.0;1.0;50.746.577/0001-15;144830013000;2024.3T;144830013000;31530878000;14627568000;0;14627568000;4032624000;2229711000;113299135000;16973866000;78619699000;95593565000;80965997000;49236448000;11646297000;-7809169000;3837128000;-914950000;2922178000;-1417294000;-510045000.0;1504884000;1026774000;0;0;1866570932;1866570932;0;2024;3
1.0;1.0;16.404.287/0001-55;153211989000;2024.3T;153211989000;35777702000;5818031000;11311861000;17129892000;7268889000;7729122000;117434287000;16490921000;95119310000;111610231000;94480339000;41601758000;12273546000;-6847701000;5425845000;-1316446000;4109399000;867762000;-1739810000.0;4977161000;3237351000;0;0;1264117615;1264117615;0;2024;3
1.0;1.0;09.346.601/0001-25;46068083000;2024.3T;46068083000;16434207000;1901718000;12971383000;14873101000;506967000;0;29633876000;8813382000;18096900000;26910282000;12037181000;19157801000;2711382000;-275466000;2435916000;-831701000;1604215000;73561000;-473243000.0;1677776000;1204533000;0;0;5266500000;5266500000;0;2024;3
1.0;1.0;07.689.002/0001-89;63586602000;2024.3T;63586602000;35308863000;4529838000;3506035000;8035873000;1458845000;18198701000;28277739000;22650318000;22327443000;44977761000;36941888000;18608841000;9385445000;-7639580000;1745865000;-164576000;1581289000;-228544000;-345488000.0;1352745000;1007257000;0;0;740465044;740465044;0;2024;3
3.0;1.0;00.001.180/0001-26;279800195000;2024.3T;279800195000;55077914000;22435984000;6699815000;29135799000;5402015000;474816000;224722281000;26759974000;131653268000;158413242000;129277443000;121386953000;11042927000;-5791230000;5251697000;5917764000;11169461000;-2788321000;-1185863000.0;8381140000;7195277000;0;0;2308632600;2028544286;280088314;2024;3
1.0;1.0;61.079.117/0001-05;6619179000;2024.3T;6619179000;3477619000;1419235000;0;1419235000;842873000;886330000;3141560000;1251370000;1410910000;2662280000;1243045000;3956899000;1037603000;-543067000;494536000;-439259000;55277000;-4868000;6844000.0;50409000;57253000;0;0;683062222;339510689;343551533;2024;3
1.0;1.0;84.429.695/0001-11;36315645000;2024.3T;36315645000;23752129000;5474203000;636800000;6111003000;6820230000;9108988000;12563516000;13328901000;2518193000;15847094000;9736091000;20468551000;9856935000;-6458216000;3398719000;-1385878000;2012841000;64448000;-416771000.0;2077289000;1660518000;0;0;4197317998;4197317998;0;2024;3
2.0;1.0;08.807.432/0001-10;9458751000;2024.3T;9458751000;2280048000;546302000;328649000;874951000;1158858000;0;7178703000;1343918000;4882261000;6226179000;5351228000;3232572000;1305581000;-501965000;803616000;-553240000;250376000;-108925000;10456000.0;141451000;151907000;0;0;289088851;289088851;0;2024;3
1.0;1.0;97.837.181/0001-47;18570312000;2024.3T;18570312000;5454433000;1693520000;459162000;2152682000;1523656000;1384240000;13115879000;3650889000;8191079000;11841968000;9689286000;6728344000;2239091000;-1571834000;667257000;-375328000;291929000;-124702000;-74607000.0;167227000;92620000;0;0;820566246;820566246;0;2024;3
4.0;1.0;00.864.214/0001-06;73818475000;2024.3T;73818475000;18690192000;1098264000;7872233000;8970497000;4626555000;140138000;55128283000;15794861000;37531782000;53326643000;44356146000;20491832000;8580567000;-6556251000;2024316000;-615023000;1409293000;-498354000;-183869000.0;910939000;727070000;0;0;2289424663;887231247;1402193416;2024;3
1.0;1.0;03.220.438/0001-73;112386976000;2024.3T;112386976000;26880255000;2232842000;8047675000;10280517000;12912501000;157430000;85506721000;18240484000;64362328000;82602812000;72322295000;29784164000;12363295000;-8905505000;3457790000;-916800000;2540990000;-1189256000;-361260000.0;1351734000;990474000;0;0;1253847835;1253847835;0;2024;3
1.0;1.0;10.629.105/0001-68;43300018000;2024.3T;43300018000;17234001000;11769768000;0;11769768000;2092964000;1028481000;26066017000;3437339000;21671270000;25108609000;13338841000;18191409000;3578288000;-2129875000;1448413000;-197689000;1250724000;-205832000;-157743000.0;1044892000;887149000;0;0;896346173;896346173;0;2024;3
1.0;1.0;02.800.026/0001-40;23866998000;2024.3T;23866998000;4221237000;67458000;1058813000;1126271000;2044752000;523756000;19645761000;2617636000;8624212000;11241848000;10115577000;12625150000;1281608000;-428123000;853485000;-716526000;136959000;-213116000;29294000.0;-76157000;-46863000;0;0;1876606210;1876606210;0;2024;3
2.0;1.0;33.611.500/0001-19;81851317000;2024.3T;81851317000;32817966000;8074104000;757578000;8831682000;5673760000;15914442000;49033351000;11026197000;15309183000;26335380000;17503698000;55515937000;17378032000;-14801417000;2576615000;-455148000;2121467000;-322793000;-442429000.0;1798674000;1356245000;0;0;2028194949;718346219;1309848730;2024;3
1.0;1.0;02.558.157/0001-62;123667672000;2024.3T;123667672000;23076772000;6798719000;0;6798719000;9195715000;1200976000;100590900000;24003137000;30563515000;54566652000;47767933000;69101020000;14039057000;-7795275000;6243782000;-3952698000;2291084000;-528983000;-94032000.0;1762101000;1668069000;0;0;3261287392;3261287392;0;2024;3
1.0;1.0;60.840.055/0001-31;13031228000;2024.3T;13031228000;4392226000;12634000;2222581000;2235215000;1763847000;139511000;8639002000;2271091000;5332282000;7603373000;5368158000;5427855000;1962671000;-1405672000;556999000;-216882000;340117000;-96075000;-57350000.0;244042000;186692000;0;0;547191026;547191026;0;2024;3
1.0;1.0;08.312.229/0001-73;6355755000;2024.3T;6355755000;2836260000;40699000;852081000;892780000;401391000;1505201000;3519495000;244815000;1142998000;1387813000;495033000;4967942000;478869000;-316185000;162684000;-39480000;123204000;36975000;-11204000.0;160179000;148975000;0;0;220989103;220989103;0;2024;3
1.0;1.0;07.526.557/0001-00;147286361000;2024.3T;147286361000;42672930000;19784362000;1154677000;20939039000;6087501000;11093344000;104613431000;35673114000;12729170000;48402284000;27463245000;98884077000;22096739000;-10972603000;11124136000;-5772992000;5351144000;-681525000;-1103318000.0;4669619000;3566301000;0;0;15761638756;15761638756;0;2024;3
1.0;1.0;33.000.167/0001-01;1077849000000;2024.3T;1077849000000;167371000000;47367000000;30471000000;77838000000;23845000000;40544000000;910478000000;178932000000;503864000000;682796000000;604958000000;395053000000;129582000000;-63004000000;66578000000;-20116000000;46462000000;-1561000000;-12225000000.0;44901000000;32676000000;0;0;12888732761;7442231382;5446501379;2024;3
1.0;1.0;67.620.377/0001-14;35971356000;2024.3T;35971356000;24548406000;5567964000;11249869000;16817833000;3573677000;2699549000;11422950000;12795466000;21840754000;34636220000;17818387000;1335136000;8501424000;-6726936000;1774488000;-1126508000;647980000;-565471000;11586000.0;82509000;94095000;0;0;607283407;607283407;0;2024;3
2.0;1.0;92.690.783/0001-09;82103769000;2024.3T;82103769000;33069925000;8287186000;757578000;9044764000;5673760000;15914442000;49033844000;11031727000;15296064000;26327791000;17283027000;55775978000;17378032000;-14801417000;2576615000;-459271000;2117344000;-313615000;-443478000.0;1803729000;1360251000;0;0;993705804;365111201;628594603;2024;3
2.0;1.0;89.637.490/0001-45;58988786000;2024.3T;58988786000;14191442000;6668718000;829236000;7497954000;2379802000;3306271000;44797344000;6170064000;40873114000;47043178000;39545224000;11945608000;4998729000;-3059452000;1939277000;-719098000;1220179000;-403009000;-88097000.0;817170000;729073000;0;0;6179682031;2289901455;3889780576;2024;3
1.0;1.0;02.429.144/0001-93;75535043000;2024.3T;75535043000;16673030000;2331675000;1488469000;3820144000;6188779000;159692000;58862013000;15061543000;39010970000;54072513000;50252369000;21462530000;10854452000;-7681520000;3172932000;-604437000;2568495000;-742511000;-494153000.0;1825984000;1331831000;0;0;1152254440;1152254440;0;2024;3
2.0;1.0;04.423.567/0001-21;47339741000;2024.3T;47339741000;7179946000;2123146000;0;2123146000;1433249000;863309000;40159795000;5817697000;25297420000;31115117000;28991971000;16224624000;2581226000;-1611585000;969641000;-215971000;753670000;-477761000;-30486000.0;275909000;245423000;0;0;1932591767;1932591767;0;2024;3
1.0;1.0;89.096.457/0001-55;16798717000;2024.3T;16798717000;7923959000;1731080000;0;1731080000;570414000;4821035000;8874758000;4631468000;6948996000;11580464000;9849384000;5218253000;1651825000;-1372738000;279087000;-206132000;72955000;-211046000;120809000.0;-138091000;-17282000;0;0;443329716;443329716;0;2024;3
2.0;1.0;16.670.085/0001-55;82593685000;2024.3T;82593685000;19687842000;1489650000;10036604000;11526254000;3675498000;0;62905843000;17954853000;38990772000;56945625000;45419371000;25648060000;9683367000;-6922349000;2761018000;-728198000;2032820000;-1044743000;-175965000.0;988077000;812112000;0;0;1082620720;1082620720;0;2024;3
1.0;1.0;60.894.730/0001-05;39432125000;2024.3T;39432125000;17006026000;5159725000;738808000;5898533000;3051724000;7237252000;22426099000;4573681000;8235058000;12808739000;6910206000;26623386000;6817102000;-6403416000;413686000;-262512000;151174000;55828000;-22377000.0;207002000;184625000;0;0;1253079108;705260684;547818424;2024;3
1.0;1.0;02.387.241/0001-60;49813935000;2024.3T;49813935000;11630021000;7171913000;0;7171913000;673264000;264534000;38183914000;5931198000;28694947000;34626145000;27454232000;15187790000;3752263000;-1886183000;1866080000;-324100000;1541980000;-574871000;-282656000.0;967109000;684453000;0;0;1854868949;1854868949;0;2024;3
1.0;1.0;17.155.730/0001-64;63006898000;2024.3T;63006898000;16272739000;3660787000;2960449000;6621236000;5257263000;0;46734159000;15595521000;19345994000;34941515000;28320279000;28065383000;10148885000;-8490514000;1658371000;2953794000;4612165000;-61545000;-1270423000.0;4550620000;3280197000;0;0;2861781895;956601911;1905179984;2024;3
2.0;1.0;42.150.391/0001-70;92650000000;2024.3T;92650000000;34266000000;11919000000;2418000000;14337000000;4288000000;13948000000;58384000000;26754000000;67389000000;94143000000;79806000000;-1493000000;21264000000;-19015000000;2249000000;-1230000000;1019000000;-2332000000;444000000.0;-1313000000;-869000000;0;0;797207834;451668652;345539182;2024;3
1.0;1.0;33.042.730/0001-04;99758272000;2025.1T;99758272000;35568495000;19787406000;963730000;20751136000;2511099000;9923125000;64189777000;21729319000;61768891000;83498210000;62747074000;16260062000;10907629000;-8375386000;2532243000;-1644606000;887637000;-1850347000;231130000.0;-962710000;-731580000;0;0;1326093947;1326093947;0;2025;1
1.0;1.0;07.859.971/0001-30;21030240000;2025.1T;21030240000;3119982000;209741000;592879000;802620000;271873000;0;17910258000;1684105000;12048193000;13732298000;12929678000;7297942000;982893000;-324230000;658663000;108714000;767377000;-344291000;-57925000.0;423086000;365161000;0;0;1033496721;590714069;442782652;2025;1
1.0;1.0;53.113.791/0001-22;8685594000;2025.1T;8685594000;2921709000;1943040000;0;1943040000;641103000;0;5763885000;1158394000;2415702000;3574096000;1631056000;5111498000;1461903000;-431862000;1030041000;-752133000;277908000;-19352000;-58112000.0;258556000;200595000;0;82026000;599401581;599401581;0;2025;1
1.0;1.0;33.256.439/0001-39;37754597000;2025.1T;37754597000;14574123000;1436088000;1301330000;2737418000;4374253000;4134837000;23180474000;8299316000;13564875000;21864191000;19126773000;15890406000;33329262000;-31187631000;2141631000;-1350609000;791022000;-179969000;-247869000.0;611053000;363184000;0;0;1115507182;1115507182;0;2025;1
1.0;1.0;50.746.577/0001-15;127486217000;2025.1T;127486217000;28053101000;14809083000;0;14809083000;4173514000;2041453000;99433116000;13140124000;79575115000;92715239000;77906156000;34770978000;9662601000;-6791905000;2870696000;-1856564000;1014132000;-1902995000;-1046535000.0;-888863000;-1935398000;375782000;0;1866570932;1866570932;0;2025;1
1.0;1.0;16.404.287/0001-55;155244885000;2025.1T;155244885000;34479115000;9914505000;6516323000;16430828000;6354237000;8642882000;120765770000;13189891000;103519348000;116709239000;100278411000;38535646000;11552921000;-7729167000;3823754000;-1564719000;2259035000;7696213000;-3607070000.0;9955248000;6348178000;0;0;1264117615;1264117615;0;2025;1
1.0;1.0;09.346.601/0001-25;46292029000;2025.1T;46292029000;16116282000;1347701000;13171383000;14519084000;510662000;0;30175747000;7569882000;19914851000;27484733000;12965649000;18807296000;2657156000;-269202000;2387954000;-828727000;1559227000;15617000;-468721000.0;1574844000;1106123000;0;327500000;5266500000;5266500000;0;2025;1
2.0;1.0;07.689.002/0001-89;67164304000;2025.1T;67164304000;35959203000;4668508000;3128251000;7796759000;1524098000;20024723000;31205101000;27221930000;20031739000;47253669000;39456910000;19910635000;6405270000;-5302503000;1102767000;-806900000;295867000;-437810000;612838000.0;-141943000;470895000;0;0;740465044;740465044;0;2025;1
2.0;1.0;00.001.180/0001-26;282016140000;2025.1T;282016140000;57375976000;23235009000;7617041000;30852050000;5323884000;446282000;224640164000;25059169000;135379289000;160438458000;129586408000;121577682000;10414179000;-5607757000;4806422000;-1601123000;3205299000;-3493976000;-64937000.0;-288677000;-353614000;0;0;2308632600;2028544286;280088314;2025;1
1.0;1.0;61.079.117/0001-05;6381470000;2025.1T;6381470000;3126144000;1098646000;0;1098646000;940957000;778901000;3255326000;1442929000;886119000;2329048000;1230402000;4052422000;1092486000;-532002000;560484000;-435422000;125062000;-20773000;8131000.0;104289000;112420000;0;0;683062222;339510689;343551533;2025;1
1.0;1.0;84.429.695/0001-11;39323514000;2025.1T;39323514000;25120512000;4989220000;668454000;5657674000;7227394000;10220722000;14203002000;14715666000;2379060000;17094726000;11437052000;22228788000;10078571000;-6762551000;3316020000;-1372633000;1943387000;40103000;-346310000.0;1983490000;1637180000;0;338616000;4197317998;4197317998;0;2025;1
1.0;1.0;08.807.432/0001-10;9836015000;2025.1T;9836015000;2408292000;586431000;345751000;932182000;1158550000;0;7427723000;1768997000;4948956000;6717953000;5785771000;3118062000;1487132000;-518473000;968659000;-672825000;295834000;-187740000;20581000.0;108094000;128675000;0;0;274088851;274088851;0;2025;1
